name, latitude, longitude, altitude, timezone
Vigra,62.560372,6.110164,69,1
Andenes,69.2925,16.144167,43,1
Alta,69.976111,23.371667,9,1
Bomoen,60.63885,6.501497,300,1
Bronnoy,65.461111,12.2175,25,1
Bodo,67.269167,14.365278,42,1
Flesland,60.293386,5.218142,170,1
Batsfjord,70.600278,29.6925,490,1
Kjevik,58.204214,8.085369,57,1
Dagali,60.416667,8.512778,2618,1
Bardufoss,69.055758,18.540356,252,1
Evenes,68.4913,16.678108,84,1
Leirin,61.015556,9.288056,2697,1
Floro,61.583611,5.024722,37,1
Gardermoen,60.193917,11.100361,681,1
Karmoy,59.345267,5.208364,86,1
Hasvik,70.486675,22.139744,21,1
Kvernberget,63.111781,7.824522,204,1
Kjeller,59.969336,11.036089,354,1
Hoybuktmoen,69.725781,29.891295,283,1
Lista,58.099486,6.62605,29,1
Aro,62.744722,7.2625,10,1
Kjaerstad,65.783997,13.214914,237,1
Banak,70.068814,24.973489,25,1
Notodden,59.565683,9.212222,63,1
Orland,63.698908,9.604003,28,1
Roros,62.578411,11.342347,2054,1
Moss,59.378933,10.785389,174,1
Longyear,78.246111,15.465556,88,1
Geiteryggen,59.185,9.566944,463,1
Sorstokken,59.791925,5.34085,160,1
Stokka,65.956828,12.468944,56,1
Langnes,69.683333,18.918919,31,1
Torp,59.186703,10.258628,286,1
Vaernes,63.457556,10.92425,56,1
Sola,58.876778,5.637856,29,1
Babice,52.268494,20.911047,352,1
Lech Walesa,54.377569,18.466222,489,1
Balice,50.077731,19.784836,791,1
Muchowiec,50.238147,19.034181,909,1
Pyrzowice,50.474253,19.080019,995,1
Mielec,50.322275,21.462131,548,1
Lawica,52.421031,16.826325,308,1
Jasionka,50.109958,22.019,675,1
Goleniow,53.584731,14.902206,154,1
Redzikowo,54.478889,17.1075,217,1
Swidwin,53.790639,15.82625,385,1
Okecie,52.16575,20.967122,362,1
Strachowice,51.102683,16.885836,404,1
Babimost,52.138517,15.798556,194,1
Malmen,58.402278,15.525683,308,1
Bravalla,58.610867,16.103592,90,1
Uppsala,59.897328,17.588581,68,1
Ronneby,56.266667,15.265,191,1
Rada,58.498136,13.053231,230,1
Landvetter,57.662836,12.279819,506,1
Jonkoping,57.757594,14.068731,741,1
Falkoping,58.169794,13.587847,785,1
Lidkoping,58.465522,13.174414,200,1
Save,57.774722,11.870372,59,1
Skovde,58.4564,13.972672,324,1
Trollhattan Vanersborg,58.318056,12.345,137,1
Karlsborg,58.513842,14.507119,308,1
Satenas,58.426445,12.714389,181,1
Barkarby,59.418694,17.890694,50,1
Karlskoga,59.345867,14.495922,400,1
Mora,60.957908,14.511383,634,1
Skavsta,58.788636,16.912189,140,1
Arvika,59.675856,12.639442,237,1
Emmaboda,56.610761,15.604761,442,1
Feringe,56.950278,13.921667,538,1
Kristianstad,55.921686,14.085536,76,1
Landskrona,55.944444,12.869444,194,1
Oskarshamn,57.350453,16.497972,96,1
Anderstorp,57.264167,13.599439,507,1
Kalmar,56.685531,16.287578,17,1
Sturup,55.530193,13.371639,236,1
Halmstad,56.691128,12.820211,101,1
Hagshult,57.292222,14.137222,556,1
Kronoberg,56.929144,14.727994,610,1
Hallviken,63.738333,15.458333,1119,1
Hedlanda,62.408889,13.747222,1460,1
Sveg,62.047811,14.42295,1178,1
Gallivare,67.132408,20.814636,1027,1
Hudiksvall,61.768092,17.080719,95,1
Jokkmokk,66.496236,20.147181,904,1
Kramfors Solleftea,63.048597,17.768856,34,1
Lycksele,64.548322,18.716219,705,1
Optand,63.128611,14.802778,1236,1
Sundsvall Harnosand,62.528125,17.443928,16,1
Ornskoldsvik,63.408339,18.990039,354,1
Pitea,65.398333,21.260833,43,1
Kiruna,67.821986,20.336764,1508,1
Orsa,61.190033,14.712567,683,1
Skelleftea,64.624772,21.076892,157,1
Sattna,62.481369,17.002917,886,1
Umea,63.791828,20.282758,24,1
Vilhelmina,64.579083,16.833575,1140,1
Arvidsjaur,65.590278,19.281944,1245,1
Orebro,59.223733,15.037956,188,1
Vasteras,59.589444,16.633611,21,1
Kallax,65.543758,22.121989,65,1
Vidsel,65.875325,20.149917,597,1
Arboga,59.386585,15.924055,33,1
Arlanda,59.651944,17.918611,137,1
Bromma,59.354372,17.94165,47,1
Borlange,60.422017,15.515211,503,1
Hultsfred,57.525833,15.823333,366,1
Gavle,60.593333,16.951389,224,1
Saab,58.40615,15.680508,172,1
Kungsangen,58.586253,16.250622,32,1
Eskilstuna,59.351078,16.7084,139,1
Visby,57.662797,18.346211,164,1
Kalixfors,67.764789,20.257228,1549,1
Spangdahlem Ab,49.972667,6.6925,1197,1
Ramstein Ab,49.436911,7.600283,776,1
Bamberg Aaf,49.920433,10.914233,823,1
Giebelstadt Aaf,49.648131,9.966494,980,1
Buckeburg,52.2785,9.082167,230,1
Celle,52.5912,10.022133,129,1
Rheine Bentlage,52.291167,7.387,129,1
Fritzlar,51.1145,9.285833,566,1
Laupheim,48.220297,9.910019,1766,1
Mendig,50.366,7.315333,597,1
Niederstetten,49.391833,9.958167,1536,1
Roth,49.2175,11.100167,1268,1
Fassberg,52.919406,10.197528,245,1
Grafenwohr Aaf,49.698686,11.940175,1363,1
Hanau Aaf,50.169189,8.961586,368,1
Hohenfels Aaf,49.218056,11.836111,1455,1
Kitzingen Aaf,49.743057,10.200556,689,1
Nordholz,53.767667,8.6585,74,1
Diepholz,52.585514,8.341014,127,1
Geilenkirchen,50.960817,6.042422,296,1
Hohn,54.312167,9.538167,39,1
Jever,53.5335,7.888667,24,1
Laage,53.918167,12.278333,138,1
Norvenich,50.831167,6.658167,386,1
Schleswig,54.459333,9.516333,70,1
Wittmundhafen,53.547833,7.667333,26,1
Neubrandenburg,53.602167,13.306,228,1
Wunstorf,52.457333,9.427167,187,1
Vilseck Aaf,49.63361,11.767222,1353,1
Coleman Aaf,49.563569,8.463392,309,1
Wiesbaden Aaf,50.049819,8.325397,461,1
Landsberg Lech,48.0705,10.906,2044,1
Buchel,50.173833,7.063333,1568,1
Erding,48.322333,11.948667,1515,1
Furstenfeldbruck,48.205667,11.267,1703,1
Holzdorf,51.767833,13.167667,265,1
Ingolstadt Manching,48.715667,11.534,1202,1
Lechfeld,48.1855,10.861167,1822,1
Neuburg,48.711,11.2115,1249,1
Gutersloh,51.922833,8.306333,236,1
Alexander Bay,-28.575001,16.533333,98,2
Aggeneys,-29.281767,18.813869,2648,2
Brakpan,-26.23865,28.301769,5300,2
Bhisho,-32.89715,27.279111,1950,2
Bloemfontein Intl,-29.092722,26.302444,4458,2
Bethlehem,-28.248392,28.336125,5561,2
Bothaville,-27.366769,26.629194,4236,2
Cape Town Intl,-33.964806,18.601667,151,2
Calvinia,-31.500278,19.725897,3250,2
Durban Intl,-29.970089,30.950519,33,2
East London,-33.035569,27.825939,435,2
Ermelo,-26.495644,29.979764,5700,2
Ficksburg Sentraoes,-28.823119,27.9089,5315,2
Grand Central,-25.986267,28.140061,5325,2
George,-34.005553,22.378889,648,2
Graaff Reinet,-32.193611,24.541389,2604,2
Grahamstown,-33.284721,26.498083,2135,2
Greytown,-29.122011,30.586706,3531,2
Harmony,-28.078694,26.861178,4399,2
Harrismith,-28.235072,29.106206,5585,2
Hoedspruit Afb,-24.368642,31.048744,1743,2
Gariep Dam,-30.562164,25.528286,4176,2
Johannesburg Intl,-26.139166,28.246,5558,2
P C Pelser,-26.871064,26.718003,4444,2
Kimberley,-28.802834,24.765167,3950,2
Krugersdorp,-26.080978,27.725667,5499,2
Kroonstad,-27.660617,27.315761,4700,2
Johan Pienaar,-27.456667,23.411388,4382,2
Kleinsee,-29.688403,17.094006,270,2
Lanseria,-25.938514,27.926133,4517,2
Lichtenburg,-26.175672,26.184575,4875,2
Makhado Afb,-23.159911,29.696544,3069,2
Langebaanweg,-32.968889,18.160278,108,2
Ladysmith,-28.581667,29.749722,3548,2
Middelburg,-25.684775,29.440158,4886,2
Margate,-30.857408,30.343019,495,2
Marble Hall,-24.989114,29.283122,2980,2
Majuba Power Station,-27.079253,29.778528,5600,2
Susse,69.2225,-49.9383,100,-3
Malelane,-25.473603,31.565828,1153,2
Morningside Farm,-25.704458,26.908978,4251,2
Mkuzi,-27.626086,32.044275,400,2
Newcastle,-27.770586,29.976894,4074,2
Nylstroom,-24.686056,28.434944,3900,2
Overberg,-34.554861,20.250681,52,2
Oudtshoorn,-33.606967,22.188978,1063,2
Port Elizabeth Intl,-33.984919,25.617275,226,2
Plettenberg Bay,-34.090279,23.327778,465,2
Phalaborwa,-23.937166,31.15539,1432,2
Pietersburg,-23.926089,29.484422,4354,2
Port St Johns,-31.605886,29.519786,1227,2
Pietermaritzburg,-29.648975,30.398667,2423,2
Pilanesberg Intl,-25.333822,27.173358,3412,2
Polokwane Intl,-23.845306,29.458611,4076,2
Potchefstroom,-26.670994,27.0819,4520,2
Parys,-26.889344,27.503417,4740,2
Queenstown,-31.920197,26.882206,3637,2
Richards Bay,-28.741039,32.092111,109,2
Rustenburg,-25.6443,27.271119,3700,2
Robertson,-33.812181,19.902828,640,2
Springbok,-29.689333,17.939611,2690,2
Secunda,-26.524083,29.170144,5250,2
Saldanha Vredenburg,-32.964067,17.969331,50,2
Springs,-26.248411,28.397508,5340,2
Swartkop,-25.809717,28.164631,4780,2
Sishen,-27.648606,22.999278,3848,2
Hendrik Swellengrebel,-34.048222,20.474611,407,2
Skukuza,-24.960944,31.588731,1020,2
Tommys Fld,-28.260028,22.993178,4360,2
New Tempe,-29.032928,26.157564,4547,2
Tutuka Power Station,-26.776556,29.338778,5313,2
Tzaneen,-23.824417,30.329306,1914,2
Prince Mangosuthu Buthelezi,-28.320586,31.416519,1720,2
Upington,-28.399097,21.260239,2782,2
Mthatha,-31.547903,28.674289,2400,2
Vryburg,-26.982408,24.728756,3920,2
Virginia,-29.770606,31.058406,20,2
Vredendal,-31.640961,18.544789,330,2
Vereeniging,-26.566372,27.960756,4846,2
Wonderboom,-25.653858,28.224231,4095,2
Witbank,-25.832294,29.192019,5078,2
Waterkloof Afb,-25.83,28.2225,4940,2
Welkom,-27.998,26.669586,4399,2
Ysterplaat,-33.900244,18.498297,52,2
Zeerust,-25.598972,26.042333,4258,2
Francistown,-21.159597,27.474525,3283,2
Jwaneng,-24.602333,24.690971,3900,2
Kasane,-17.832875,25.1624,3289,2
Maun,-19.972564,23.431086,3093,2
Sir Seretse Khama Intl,-24.555225,25.918208,3299,2
Selebi Phikwe,-22.05835,27.828767,2925,2
Maya Maya,-4.2517,15.253031,1048,1
Owando,-0.53135,15.950094,1214,1
Ouesso,1.615994,16.037917,1158,1
Pointe Noire,-4.816028,11.886597,55,1
Matsapha,-26.529022,31.307519,2075,2
Bangui M Poko,4.398475,18.518786,1208,1
Berberati,4.221583,15.786369,1929,1
Bata,1.905469,9.805681,13,1
Malabo,3.755267,8.708717,76,1
Ascension Aux Af,-7.969597,-14.393664,278,0
Sir Seewoosagur Ramgoolam Intl,-20.430235,57.6836,186,5
Plaine Corail,-19.757658,63.360983,95,4
Diego Garcia Nsf,-7.313267,72.411089,9,6
Tiko,4.089192,9.360528,151,1
Douala,4.006081,9.719481,33,1
Salak,10.451392,14.257361,1390,1
Foumban Nkounja,5.636919,10.750817,3963,1
Ngaoundere,7.357011,13.559242,3655,1
Garoua,9.335892,13.370103,794,1
Bafoussam,5.536919,10.354583,4347,1
Bamenda,6.039239,10.122639,4065,1
Yaounde Ville,3.836039,11.523461,2464,1
Kasompe,-12.572778,27.89395,4636,2
Livingstone,-17.821756,25.822692,3302,2
Lusaka Intl,-15.330817,28.452628,3779,2
Mfuwe,-13.258878,31.936581,1853,2
Mongu,-15.254542,23.162306,3488,2
Ndola,-12.998139,28.664944,4167,2
Southdowns,-12.900469,28.149858,4145,2
Prince Said Ibrahim,-11.533661,43.27185,93,3
Bandaressalam,-12.298108,43.7664,46,3
Ouani,-12.131667,44.430279,62,3
Dzaoudzi Pamandzi,-12.804722,45.281113,23,3
St Denis Gillot,-20.8871,55.510308,66,5
St Pierre Pierrefonds,-21.320039,55.423581,56,5
Ivato,-18.79695,47.478806,4198,3
Miandrivazo,-19.562778,45.450832,203,3
Sainte Marie,-17.093889,49.815834,7,3
Toamasina,-18.109517,49.392536,22,3
Morondava,-20.28475,44.317614,30,3
Arrachart,-12.3494,49.291747,374,3
Avaratra,-16.1639,49.773753,9,3
Andapa,-14.651667,49.620556,1552,3
Ambilobe,-13.188431,48.987978,72,3
Antsirabato,-14.999411,50.320233,20,3
Analalava,-14.629694,47.763783,345,3
Philibert Tsiranana,-15.667144,46.351828,87,3
Fascene,-13.312067,48.314822,36,3
Besalampy,-16.741945,44.481388,125,3
Maroantsetra,-15.436666,49.688332,13,3
Sambava,-14.278611,50.174721,20,3
Vohimarina,-13.375834,50.002777,19,3
Ambalabe,-14.89875,47.993894,92,3
Ampampamena,-13.484814,48.632739,49,3
Tolagnaro,-25.038056,46.956111,29,3
Fianarantsoa,-21.441558,47.111736,3658,3
Farafangana,-22.805286,47.820614,26,3
Manakara,-22.119722,48.021667,33,3
Mananjary,-21.201772,48.358317,20,3
Morombe,-21.753867,43.375533,16,3
Toliara,-23.383369,43.728453,29,3
Mbanza Congo,-6.269897,14.247025,1860,1
Benguela,-12.609025,13.403711,118,1
Cabinda,-5.596992,12.188353,66,1
Culebra Airport,18.3127,-65.3034,12,-4
Huambo,-12.808878,15.760547,5587,1
Kuito,-12.404633,16.947414,5618,1
Lobito,-12.371233,13.536625,10,1
Luanda 4 De Fevereiro,-8.858375,13.231178,243,1
Malanje,-9.525086,16.312406,3868,1
Menongue,-14.657583,17.719833,4469,1
Negage,-7.754506,15.287728,4105,1
Porto Amboim,-10.721956,13.765528,16,1
Saurimo,-9.689067,20.431875,3584,1
Soyo,-6.141086,12.371764,15,1
Lubango,-14.924733,13.575022,5778,1
Luena,-11.768086,19.897672,4360,1
Uige,-7.603067,15.027822,2720,1
Xangongo,-16.755417,14.965344,3635,1
Oyem,1.543108,11.581361,2158,1
Okondja,-0.665214,13.673133,1325,1
Lambarene,-0.704389,10.245722,82,1
Bitam,2.075639,11.493195,1969,1
Port Gentil,-0.711739,8.754383,13,1
Omboue Hopital,-1.574733,9.262694,33,1
Makokou,0.579211,12.890908,1726,1
Leon M Ba,0.4586,9.412283,39,1
Mvengue,-1.656156,13.438036,1450,1
Principe,1.662936,7.411742,591,0
Sao Tome Intl,0.378175,6.712153,33,0
Beira,-19.796419,34.907556,33,2
Inhambane,-23.876431,35.408544,30,2
Lichinga,-13.273986,35.266262,4505,2
Lumbo,-15.033058,40.671728,33,2
Maputo,-25.920836,32.572606,145,2
Mueda,-11.672922,39.563142,2789,2
Mocimboa Da Praia,-11.361789,40.354875,89,2
Marrupa,-13.225053,37.552067,2480,2
Nacala,-14.488233,40.71225,410,2
Nampula,-15.105611,39.2818,1444,2
Pemba,-12.986753,40.522492,331,2
Quelimane,-17.8555,36.869106,36,2
Songo,-15.602694,32.773189,2904,2
Tete Chingodzi,-16.104817,33.640181,525,2
Ulongwe,-14.704617,34.352369,4265,2
Vilankulo,-22.018431,35.313297,46,2
Alphonse,-7.004783,52.726247,10,4
Desroches,-5.696697,53.655844,10,4
Farquhar,-10.109611,51.176119,10,4
Seychelles Intl,-4.674342,55.521839,10,4
Praslin,-4.319292,55.691417,10,4
Coetivy,-7.134567,56.278239,10,4
Abeche,13.847,20.844333,1788,1
Moundou,8.624406,16.071419,1407,1
Ndjamena Hassan Djamous,12.133689,15.034019,968,1
Faya Largeau,17.917053,19.111078,771,1
J M Nkomo Intl,-20.017431,28.617869,4359,2
Charles Prince,-17.751561,30.924706,4845,2
Buffalo Range,-21.008083,31.57855,1421,2
Victoria Falls Intl,-18.095881,25.839006,3490,2
Harare Intl,-17.931806,31.092847,4887,2
Kariba Intl,-16.519761,28.884981,1706,2
Mutoko,-17.431917,32.184502,3950,2
Mutare,-18.997499,32.627224,3410,2
Masvingo Intl,-20.055333,30.859111,3595,2
Zvishavane,-20.289497,30.088228,3012,2
Gweru Thornhill,-19.436394,29.861911,4680,2
Hwange National Park,-18.629872,27.021042,3543,2
Chileka Intl,-15.679053,34.974014,2555,2
Karonga,-9.953569,33.893022,1765,2
Kasungu,-13.014631,33.468597,3470,2
Kamuzu Intl,-13.789378,33.781,4035,2
Mzuzu,-11.44475,34.011776,4115,2
Moshoeshoe I Intl,-29.462256,27.552503,5348,2
Mejametalana,-29.304053,27.503458,5105,2
Ndjili Intl,-4.38575,15.444569,1027,1
Ndolo,-4.326689,15.327342,915,1
Muanda,-5.930858,12.351789,89,1
Kitona Base,-5.918056,12.447694,394,1
Bandundu,-3.311319,17.381683,1053,1
Kikwit,-5.035767,18.785631,1572,1
Mbandaka,0.0226,18.288744,1040,1
Gbadolite,4.253206,20.975283,1509,1
Gemena,3.235369,19.771258,1378,1
Kotakoli,4.157639,21.650917,1801,1
Lisala,2.170658,21.496906,1509,1
Kisangani Simisini,0.5175,25.155014,1289,2
Matari,2.827606,27.588253,2438,2
Bunia,1.565719,30.220833,4045,2
Buta Zega,2.818347,24.793706,1378,2
Bukavu Kavumu,-2.308978,28.808803,5643,2
Goma,-1.670814,29.238464,5089,2
Kindu,-2.919178,25.915361,1630,2
Lubumbashi Intl,-11.591333,27.530889,4295,2
Kolwezi,-10.765886,25.505714,5007,2
Kalemie,-5.875556,29.25,2569,2
Kamina Base,-8.642025,25.252897,3543,2
Kananga,-5.900055,22.469166,2139,2
Mbuji Mayi,-6.121236,23.569008,2221,2
Senou,12.533544,-7.949944,1247,0
Gao,16.248433,-0.005456,870,0
Kayes Dag Dag,14.481233,-11.404397,164,0
Ambodedjo,14.512803,-4.079561,906,0
Tombouctou,16.730458,-3.007583,863,0
Tessalit,20.242983,0.977308,1621,0
Banjul Intl,13.337961,-16.652206,95,0
Fuerteventura,28.452717,-13.863761,83,0
Hierro,27.814847,-17.887056,103,0
La Palma,28.626478,-17.755611,107,0
Gran Canaria,27.931886,-15.386586,78,0
Lanzarote,28.945464,-13.605225,47,0
Tenerife Sur,28.044475,-16.572489,209,0
Tenerife Norte,28.482653,-16.341536,2073,0
Melilla,35.279817,-2.956256,156,0
Freetown Lungi,8.616444,-13.195489,84,0
Cufar,11.287917,-15.1805,65,0
Monrovia Spriggs Payne,6.289061,-10.758722,25,0
Monrovia Roberts Intl,6.233789,-10.362311,31,0
Inezgane,30.381353,-9.546311,89,0
Plage Blanche,28.448194,-11.161347,653,0
Saiss,33.927261,-4.977958,1900,0
Ifrane,33.505319,-5.152903,5459,0
Moulay Ali Cherif,31.9475,-4.398333,3428,0
Bassatine,33.879067,-5.515125,1890,0
Angads,34.78715,-1.923986,1535,1
Ben Slimane,33.655422,-7.22145,627,0
Sale,34.051467,-6.751519,276,0
Mohammed V Intl,33.367467,-7.589967,656,0
Menara,31.606886,-8.0363,1545,0
Kenitra,34.298864,-6.595878,16,0
Ouarzazate,30.939053,-6.909431,3782,0
Cherif El Idrissi,35.177103,-3.839525,95,0
Saniat Rmel,35.594333,-5.320019,10,0
Ibn Batouta,35.726917,-5.916889,62,0
Ziguinchor,12.555617,-16.281783,75,0
Cap Skiring,12.4102,-16.746125,52,0
Kaolack,14.146881,-16.051297,26,0
Leopold Sedar Senghor Intl,14.739708,-17.490225,85,0
Saint Louis,16.050761,-16.463172,9,0
Bakel,14.847256,-12.468264,98,0
Kedougou,12.572292,-12.220333,584,0
Tambacounda,13.736817,-13.653122,161,0
Aioun El Atrouss,16.711294,-9.637883,951,0
Tidjikja,18.570103,-11.423547,1316,0
Kiffa,16.589983,-11.406208,423,0
Nema,16.622,-7.316567,758,0
Kaedi,16.159547,-13.507617,75,0
Nouakchott,18.097856,-15.947956,7,0
Selibady,15.179692,-12.207272,262,0
Atar,20.506828,-13.043194,758,0
Nouadhibou,20.933067,-17.029956,16,0
Bir Moghrein,25.236697,-11.588697,1194,0
Fria,10.350556,-13.569167,499,0
Faranah,10.035467,-10.769825,1476,0
Labe,11.326058,-12.28685,3396,0
Amilcar Cabral Intl,16.741389,-22.949444,177,-1
Rabil,16.136531,-22.888897,69,-1
Maio,15.155928,-23.213703,36,-1
Preguica,16.588356,-24.284656,669,-1
Sao Pedro,16.833689,-25.054661,66,-1
Bole Intl,8.977889,38.799319,7656,3
Lideta,9.003681,38.726019,7749,3
Arba Minch,6.039389,37.590453,3895,3
Axum,14.14675,38.772833,6915,3
Bahir Dar,11.608075,37.321644,5976,3
Dire Dawa Intl,9.6247,41.854203,3829,3
Gambella,8.128764,34.563131,1771,3
Gondar,12.5199,37.434047,6541,3
South Ari Atoll,3.4833,72.8369,0,3
Jimma,7.666094,36.816639,5587,3
Lalibella,11.975014,38.979969,6423,3
Makale,13.467367,39.533464,7406,3
Asosa,10.01855,34.586253,5120,3
Bujumbura Intl,-3.324019,29.318519,2582,2
Egal Intl,9.518167,44.088758,4423,3
Berbera,10.389167,44.941106,30,3
Kisimayu,-0.377353,42.459233,49,3
Dowagiac Municipal Airport,41.9929342,-86.1280125,748,-5
Alexandria Intl,31.183903,29.948889,-6,2
Abu Simbel,22.375953,31.611722,616,2
Cairo Intl,30.121944,31.405556,382,2
Cairo West,30.116362,30.915445,550,2
Hurghada Intl,27.178317,33.799436,52,2
El Gora,31.068975,34.129194,324,2
Luxor Intl,25.671028,32.706583,294,2
Mersa Matruh,31.325356,27.221689,94,2
Port Said,31.279444,32.24,8,2
St Catherine Intl,28.685278,34.0625,4368,2
Aswan Intl,23.964356,32.819975,662,2
El Tor,28.209028,33.645517,115,2
Eldoret Intl,0.404458,35.238928,6941,3
Kakamega,0.271342,34.787297,5020,3
Kisumu,-0.086139,34.728892,3796,3
Kitale,0.971989,34.958556,6070,3
Cambridge Municipal Airport,39.9750278,-81.5775833,799,-5
Lodwar,3.121967,35.608692,1715,3
Lamu Manda,-2.252417,40.913097,20,3
Mombasa Moi Intl,-4.034833,39.59425,200,3
Naivasha,-0.787953,36.433528,6380,3
Nairobi Wilson,-1.321719,36.814833,5546,3
Eastleigh,-1.277267,36.862339,5380,3
Wajir,1.733239,40.091606,770,3
Bu Attifel,28.795372,22.080939,161,1
Warehouse 59e,28.638458,21.438042,325,1
Ghat,25.145564,10.142647,2296,1
Kufra,24.178728,23.313958,1367,1
Benina,32.096786,20.269472,433,1
Sebha,26.986964,14.472525,1427,1
Tripoli Intl,32.663544,13.159011,263,1
Marsa Brega,30.378139,19.576444,50,1
Ras Lanuf Oil,30.500013,18.527161,42,1
Hon,29.110106,15.965567,919,1
Dahra,29.472567,17.934936,1050,1
Ghadames East,30.151695,9.715305,1122,1
Zella 74,28.589878,17.293858,1085,1
Gisenyi,-1.677203,29.258875,5082,2
Kigali Intl,-1.968628,30.13945,4859,2
Kamembe,-2.462242,28.90795,5192,2
Dongola,19.153867,30.430094,773,2
Damazin,11.785889,34.336656,1582,2
El Fashir,13.614892,25.32465,2393,2
Kassala,15.387494,36.328842,1671,2
Kadugli,11.138028,29.701122,1848,2
El Obeid,13.153219,30.232675,1927,2
Juba,4.872006,31.601117,1513,2
Malakal,9.558969,31.652242,1291,2
Khartoum,15.589497,32.553161,1265,2
Arusha,-3.367794,36.633333,4550,3
Mwalimu Julius K Nyerere Intl,-6.878111,39.202625,182,3
Dodoma,-6.170436,35.752578,3637,3
Iringa,-7.668633,35.752114,4678,3
Kilimanjaro Intl,-3.429406,37.074461,2932,3
Lake Manyara,-3.376306,35.818278,4150,3
Mtwara,-10.339058,40.181781,371,2
Mwanza,-2.444486,32.932667,3763,3
Pemba,-5.257264,39.811417,80,3
Tanga,-5.092358,39.071158,129,3
Zanzibar,-6.222025,39.224886,54,3
Entebbe Intl,0.042386,32.443503,3782,3
Dusseldorf Hauptbahnhof,51.220278,6.792778,125,1
Soroti,1.727578,33.622861,3641,3
Tirana Rinas,41.414742,19.720561,126,1
Burgas,42.569583,27.515236,135,2
Gorna Oryahovitsa,43.151444,25.712889,285,2
Plovdiv,42.067806,24.850833,597,2
Sofia,42.695194,23.406167,1742,2
Stara Zagora,42.376667,25.655195,558,2
Varna,43.232072,27.825106,230,2
Larnaca,34.875117,33.62485,8,2
Pafos Intl,34.718039,32.485731,41,2
Akrotiri,34.590416,32.987861,76,2
Dubrovnik,42.561353,18.268244,527,1
Cepin,45.542169,18.636233,299,1
Osijek,45.462667,18.810156,290,1
Pula,44.893533,13.922192,274,1
Grobnicko Polje,45.379483,14.503756,951,1
Rijeka,45.216889,14.570267,278,1
Split,43.538944,16.297964,79,1
Varazdin,46.294724,16.38125,548,1
Zagreb,45.742931,16.068778,353,1
Zadar,44.108269,15.346697,289,1
Udbina,44.55761,15.774361,2462,1
Albacete,38.948528,-1.863517,2302,1
Alicante,38.282169,-0.558156,142,1
Almeria,36.843936,-2.370097,70,1
Asturias,43.563567,-6.034622,416,1
Cordoba,37.842006,-4.848878,297,1
Bilbao,43.301097,-2.910608,138,1
Barcelona,41.297078,2.078464,12,1
Talavera La Real,38.89125,-6.821333,609,1
A Coruna,43.302061,-8.377256,326,1
Armilla,37.133222,-3.635694,2297,1
Girona,41.900969,2.760547,468,1
Granada,37.188731,-3.777356,1860,1
Getafe,40.294139,-3.723833,2029,1
Ibiza,38.872858,1.373117,20,1
Jerez,36.744622,-6.060111,93,1
Murcia San Javier,37.774972,-0.812389,11,1
Alexion,37.298792,23.148986,2224,2
Barajas,40.493556,-3.566764,2000,1
Malaga,36.6749,-4.499106,52,1
Menorca,39.862597,4.218647,298,1
Moron Ab,37.174917,-5.615944,285,1
Ocana,39.9375,-3.503333,2405,1
Pamplona,42.770039,-1.646331,1504,1
Alcantarilla,37.951111,-1.230319,250,1
Reus,41.147392,1.167172,234,1
Rota Ns,36.645211,-6.349458,86,1
Salamanca,40.952117,-5.501986,2595,1
Son Bonet,39.598889,2.702778,135,1
Palma De Mallorca,39.551675,2.738808,27,1
San Luis,39.862222,4.258333,197,1
San Sebastian,43.356519,-1.790611,15,1
